URL_Id,URL_Tipo,URL_String,Strategy,Run,Metric_Type,Metric_Name,Value,Unit,Category_Status
1,"Portada","https://parchepeludo.com/",mobile,1,Score,Performance,46,points,Malo
1,"Portada","https://parchepeludo.com/",mobile,1,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",mobile,1,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",mobile,1,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",mobile,1,LabMetric,LCP,11851.0344593458,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,1,LabMetric,CLS,0.0119718853205123,unitless,Bueno
1,"Portada","https://parchepeludo.com/",mobile,1,LabMetric,TBT,407,ms,Mejorable
1,"Portada","https://parchepeludo.com/",mobile,1,LabMetric,FCP,10351.0299841061,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,1,LabMetric,SpeedIndex,10351.0299841061,ms,
1,"Portada","https://parchepeludo.com/",mobile,1,LabMetric,TTFB,57,ms,
1,"Portada","https://parchepeludo.com/",mobile,2,Score,Performance,48,points,Malo
1,"Portada","https://parchepeludo.com/",mobile,2,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",mobile,2,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",mobile,2,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",mobile,2,LabMetric,LCP,12001.0597448713,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,2,LabMetric,CLS,0.0119718853205123,unitless,Bueno
1,"Portada","https://parchepeludo.com/",mobile,2,LabMetric,TBT,336,ms,Mejorable
1,"Portada","https://parchepeludo.com/",mobile,2,LabMetric,FCP,10351.0513193125,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,2,LabMetric,SpeedIndex,10351.0513193125,ms,
1,"Portada","https://parchepeludo.com/",mobile,2,LabMetric,TTFB,23,ms,
1,"Portada","https://parchepeludo.com/",mobile,3,Score,Performance,48,points,Malo
1,"Portada","https://parchepeludo.com/",mobile,3,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",mobile,3,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",mobile,3,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",mobile,3,LabMetric,LCP,12001.0597448713,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,3,LabMetric,CLS,0.0119718853205123,unitless,Bueno
1,"Portada","https://parchepeludo.com/",mobile,3,LabMetric,TBT,336,ms,Mejorable
1,"Portada","https://parchepeludo.com/",mobile,3,LabMetric,FCP,10351.0513193125,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,3,LabMetric,SpeedIndex,10351.0513193125,ms,
1,"Portada","https://parchepeludo.com/",mobile,3,LabMetric,TTFB,23,ms,
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,Score,Performance,48,points,Malo
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,LabMetric,LCP,12001.0597448713,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,LabMetric,CLS,0.0119718853205123,unitless,Bueno
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,LabMetric,TBT,336,ms,Mejorable
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,LabMetric,FCP,10351.0513193125,ms,Malo
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,LabMetric,SpeedIndex,10351.0513193125,ms,
1,"Portada","https://parchepeludo.com/",mobile,MEDIAN,LabMetric,TTFB,23,ms,
1,"Portada","https://parchepeludo.com/",desktop,1,Score,Performance,74,points,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,1,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",desktop,1,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",desktop,1,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",desktop,1,LabMetric,LCP,2101.03219229785,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,1,LabMetric,CLS,0.00241293737922344,unitless,Bueno
1,"Portada","https://parchepeludo.com/",desktop,1,LabMetric,TBT,162.999999999999,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,1,LabMetric,FCP,1881.028686206,ms,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,1,LabMetric,SpeedIndex,2269.28723886301,ms,
1,"Portada","https://parchepeludo.com/",desktop,1,LabMetric,TTFB,85,ms,
1,"Portada","https://parchepeludo.com/",desktop,2,Score,Performance,78,points,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,2,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",desktop,2,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",desktop,2,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",desktop,2,LabMetric,LCP,2121.04620973734,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,2,LabMetric,CLS,0.00269211008973103,unitless,Bueno
1,"Portada","https://parchepeludo.com/",desktop,2,LabMetric,TBT,127,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,2,LabMetric,FCP,1881.04077329765,ms,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,2,LabMetric,SpeedIndex,1881.04077329765,ms,
1,"Portada","https://parchepeludo.com/",desktop,2,LabMetric,TTFB,58,ms,
1,"Portada","https://parchepeludo.com/",desktop,3,Score,Performance,77,points,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,3,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",desktop,3,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",desktop,3,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",desktop,3,LabMetric,LCP,2101.02484858732,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,3,LabMetric,CLS,0.00241295239963883,unitless,Bueno
1,"Portada","https://parchepeludo.com/",desktop,3,LabMetric,TBT,133,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,3,LabMetric,FCP,1881.02214230553,ms,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,3,LabMetric,SpeedIndex,1980.08609518724,ms,
1,"Portada","https://parchepeludo.com/",desktop,3,LabMetric,TTFB,57,ms,
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,Score,Performance,77,points,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,Score,Accessibility,89,points,
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,Score,BestPractices,100,points,
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,Score,SEO,100,points,
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,LabMetric,LCP,2101.03219229785,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,LabMetric,CLS,0.00241295239963883,unitless,Bueno
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,LabMetric,TBT,133,ms,Bueno
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,LabMetric,FCP,1881.028686206,ms,Mejorable
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,LabMetric,SpeedIndex,1980.08609518724,ms,
1,"Portada","https://parchepeludo.com/",desktop,MEDIAN,LabMetric,TTFB,58,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,Score,Performance,32,points,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,Score,Accessibility,85,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,LabMetric,LCP,17101.0409829837,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,LabMetric,CLS,0.341784310225429,unitless,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,LabMetric,TBT,318,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,LabMetric,FCP,10201.0241506868,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,LabMetric,SpeedIndex,10201.0241506868,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,1,LabMetric,TTFB,72,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,Score,Performance,32,points,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,Score,Accessibility,85,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,LabMetric,LCP,17101.0409829837,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,LabMetric,CLS,0.341784310225429,unitless,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,LabMetric,TBT,318,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,LabMetric,FCP,10201.0241506868,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,LabMetric,SpeedIndex,10201.0241506868,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,2,LabMetric,TTFB,72,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,Score,Performance,32,points,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,Score,Accessibility,85,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,LabMetric,LCP,17101.0409829837,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,LabMetric,CLS,0.341784310225429,unitless,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,LabMetric,TBT,318,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,LabMetric,FCP,10201.0241506868,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,LabMetric,SpeedIndex,10201.0241506868,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,3,LabMetric,TTFB,72,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,Score,Performance,32,points,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,Score,Accessibility,85,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,LabMetric,LCP,17101.0409829837,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,LabMetric,CLS,0.341784310225429,unitless,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,LabMetric,TBT,318,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,LabMetric,FCP,10201.0241506868,ms,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,LabMetric,SpeedIndex,10201.0241506868,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",mobile,MEDIAN,LabMetric,TTFB,72,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,Score,Performance,54,points,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,Score,Accessibility,74,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,LabMetric,LCP,2201.04482840792,ms,Bueno
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,LabMetric,CLS,0.222773364557647,unitless,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,LabMetric,TBT,296.499999999999,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,LabMetric,FCP,1841.03721603676,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,LabMetric,SpeedIndex,2439.96552224004,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,1,LabMetric,TTFB,8,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,Score,Performance,54,points,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,Score,Accessibility,74,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,LabMetric,LCP,2201.04482840792,ms,Bueno
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,LabMetric,CLS,0.222773364557647,unitless,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,LabMetric,TBT,296.499999999999,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,LabMetric,FCP,1841.03721603676,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,LabMetric,SpeedIndex,2439.96552224004,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,2,LabMetric,TTFB,8,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,Score,Performance,48,points,Malo
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,Score,Accessibility,74,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,LabMetric,LCP,2261.04455048061,ms,Bueno
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,LabMetric,CLS,0.237835033501492,unitless,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,LabMetric,TBT,373.000000000001,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,LabMetric,FCP,1873.02861040039,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,LabMetric,SpeedIndex,2594.49646371654,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,3,LabMetric,TTFB,19,ms,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,Score,Performance,54,points,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,Score,Accessibility,74,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,Score,BestPractices,96,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,Score,SEO,100,points,
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,LabMetric,LCP,2201.04482840792,ms,Bueno
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,LabMetric,CLS,0.222773364557647,unitless,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,LabMetric,TBT,296.499999999999,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,LabMetric,FCP,1841.03721603676,ms,Mejorable
2,"Directorio (busqueda de servicios)","https://parchepeludo.com/directorio/",desktop,MEDIAN,LabMetric,SpeedIndex,2439.96552224004,ms,
